y;x;editions;leftlambert;toplambert;rightlambert;lambert;west;north;east;south
53;22;1970-v1 1970-HD;597600;125024;598200;124624;2.30381886;48.82569345;2.31199247;48.82209846
53;23;1951 1970-v1 1970-v2 1970-HD;598200;125024;598800;124624;2.31199065;48.82569555;2.32016367;48.82209998
53;24;1934 1954 1986-v1 1986-v2 1986-HD;598800;125024;599400;124624;2.32016244;48.82569706;2.32833487;48.82210091
53;25;1953-v1 1953-v2 1978 1978-HD;599400;125024;600000;124624;2.32833423;48.82569799;2.33650607;48.82210125
53;26;1898 1954 1983-v1 1983-v2 1983-HD;600000;125024;600600;124624;2.33650602;48.82569834;2.34467727;48.82210101
53;27;minute;600600;125024;601200;124624;2.34467781;48.82569809;2.35284847;48.82210018
53;28;1965 2001-v1 2001-v2 2001-HD;601200;125024;601800;124624;2.35284960;48.82569727;2.36101967;48.82209877
53;29;1909 1965 1995 1965-HD;601800;125024;602400;124624;2.36102139;48.82569586;2.36919087;48.82209677
53;30;1908 1963 2001 2001-HD;602400;125024;603000;124624;2.36919318;48.82569386;2.37736207;48.82209419
53;33;1948 1967;604200;125024;604800;124624;2.39370854;48.82568436;2.40187566;48.82208294
53;34;1948 1967;604800;125024;605400;124624;2.40188033;48.82568002;2.41004685;48.82207801
53;35;1948 1971;605400;125024;606000;124624;2.41005211;48.82567510;2.41821804;48.82207251
53;36;1947 1968-v1 1968-v2;606000;125024;606600;124624;2.41822390;48.82566959;2.42638923;48.82206641
54;8;1977;589200;124624;589800;124224;2.18942466;48.82200554;2.19760592;48.81841875
54;9;1973;589800;124624;590400;124224;2.19759583;48.82201583;2.20577650;48.81842845
54;10;1972;590400;124624;591000;124224;2.20576700;48.82202553;2.21394709;48.81843757
54;12;1978;591600;124624;592200;124224;2.22210936;48.82204319;2.23028827;48.81845406
54;13;1970-v1 1970-v2;592200;124624;592800;124224;2.23028054;48.82205114;2.23845886;48.81846142
54;14;1971 1971-niv1 1971-niv2 1971-niv345;592800;124624;593400;124224;2.23845172;48.82205851;2.24662946;48.81846820
54;16;1982;594000;124624;594600;124224;2.25479410;48.82207148;2.26297066;48.81848001
54;18;1956;595200;124624;595800;124224;2.27113648;48.82208212;2.27931187;48.81848947
54;19;minute;595800;124624;596400;124224;2.27930768;48.82208656;2.28748247;48.81849332
54;20;1949;596400;124624;597000;124224;2.28747888;48.82209041;2.29565308;48.81849659
54;21;1949 1990;597000;124624;597600;124224;2.29565007;48.82209368;2.30382369;48.81849928
54;22;1951;597600;124624;598200;124224;2.30382127;48.82209636;2.31199429;48.81850138
54;23;1974;598200;124624;598800;124224;2.31199247;48.82209846;2.32016490;48.81850289
54;24;1972 1972-HD;598800;124624;599400;124224;2.32016367;48.82209998;2.32833551;48.81850382
54;25;1957 1978-v1 1978-v2 1978-HD;599400;124624;600000;124224;2.32833487;48.82210091;2.33650612;48.81850416
54;26;1957 1979-v1 1979-HD;600000;124624;600600;124224;2.33650607;48.82210125;2.34467673;48.81850392
54;27;minute;600600;124624;601200;124224;2.34467727;48.82210101;2.35284734;48.81850310
54;28;1910 1979 1979-HD;601200;124624;601800;124224;2.35284847;48.82210018;2.36101795;48.81850168
54;29;1910 1957 1957-HD;601800;124624;602400;124224;2.36101967;48.82209877;2.36918856;48.81849969
54;30;1976 1976-HD;602400;124624;603000;124224;2.36919087;48.82209677;2.37735916;48.81849711
54;34;1967 2002;604800;124624;605400;124224;2.40187566;48.82208294;2.41004158;48.81848093
54;35;1948 1968;605400;124624;606000;124224;2.41004685;48.82207801;2.41821219;48.81847542
54;36;1948 1971;606000;124624;606600;124224;2.41821804;48.82207251;2.42638278;48.81846933
54;37;1947 1971;606600;124624;607200;124224;2.42638923;48.82206641;2.43455338;48.81846265
54;41;1947 1968;609000;124624;609600;124224;2.45907397;48.82203619;2.46723574;48.81843009
54;45;1947;611400;124624;612000;124224;2.49175866;48.82199661;2.49991806;48.81838817
55;8;1973;589200;124224;589800;123824;2.18943534;48.81840846;2.19761601;48.81482167
55;12;1978;591600;124224;592200;123824;2.22211768;48.81844611;2.23029600;48.81485698
55;13;1970;592200;124224;592800;123824;2.23028827;48.81845406;2.23846600;48.81486434
55;14;1970 1970-niv1 1970-niv2 1970-niv3 1970-niv45;592800;124224;593400;123824;2.23845886;48.81846142;2.24663601;48.81487112
55;15;1970-niv1 1992-v1 1992-v2;593400;124224;594000;123824;2.24662946;48.81846820;2.25480602;48.81487731
55;16;1969;594000;124224;594600;123824;2.25480006;48.81847440;2.26297603;48.81488292
55;17;1959;594600;124224;595200;123824;2.26297066;48.81848001;2.27114604;48.81488795
55;19;minute;595800;124224;596400;123824;2.27931187;48.81848947;2.28748607;48.81489624
55;20;1976;596400;124224;597000;123824;2.28748247;48.81849332;2.29565608;48.81489951
55;21;1950 1975;597000;124224;597600;123824;2.29565308;48.81849659;2.30382610;48.81490219
55;22;1950 1988;597600;124224;598200;123824;2.30382369;48.81849928;2.31199612;48.81490429
55;23;1950 1986;598200;124224;598800;123824;2.31199429;48.81850138;2.32016614;48.81490581
55;24;1950-v2 1978;598800;124224;599400;123824;2.32016490;48.81850289;2.32833615;48.81490673
55;25;1966 1995 1966-HD;599400;124224;600000;123824;2.32833551;48.81850382;2.33650617;48.81490708
55;26;1949 1970 1970-HD;600000;124224;600600;123824;2.33650612;48.81850416;2.34467619;48.81490684
55;27;minute;600600;124224;601200;123824;2.34467673;48.81850392;2.35284621;48.81490601
55;28;1963 1974 1974-HD;601200;124224;601800;123824;2.35284734;48.81850310;2.36101623;48.81490460
55;29;1956 1971 1971-HD;601800;124224;602400;123824;2.36101795;48.81850168;2.36918625;48.81490260
55;30;1976-v1;602400;124224;603000;123824;2.36918856;48.81849969;2.37735626;48.81490002
55;31;1976;603000;124224;603600;123824;2.37735916;48.81849711;2.38552628;48.81489686
55;40;1968;608400;124224;609000;123824;2.45089457;48.81844754;2.45905635;48.81484203
55;41;1991-v1 1991-v2;609000;124224;609600;123824;2.45906516;48.81843911;2.46722635;48.81483301
55;42;1971;609600;124224;610200;123824;2.46723574;48.81843009;2.47539634;48.81482341
56;8;1973;589200;123824;589800;123424;2.18944602;48.81481138;2.19762610;48.81122459
56;13;1970;592200;123824;592800;123424;2.23029600;48.81485698;2.23847314;48.81126726
56;14;1970;592800;123824;593400;123424;2.23846600;48.81486434;2.24664256;48.81127404
56;15;2003;593400;123824;594000;123424;2.24663601;48.81487112;2.25481197;48.81128023
56;16;2002;594000;123824;594600;123424;2.25480602;48.81487731;2.26298139;48.81128584
56;17;1959 1985;594600;123824;595200;123424;2.26297603;48.81488292;2.27115081;48.81129086
56;18;1958;595200;123824;595800;123424;2.27114604;48.81488795;2.27932024;48.81129530
56;19;1953;595800;123824;596400;123424;2.27931605;48.81489239;2.28748966;48.81129916
56;20;1951 1977;596400;123824;597000;123424;2.28748607;48.81489624;2.29565909;48.81130243
56;21;1977-v1 1977-v2 2003-v1 2003-v2;597000;123824;597600;123424;2.29565608;48.81489951;2.30382851;48.81130511
56;22;1951 1972;597600;123824;598200;123424;2.30382610;48.81490219;2.31199794;48.81130721
56;23;1951 1981;598200;123824;598800;123424;2.31199612;48.81490429;2.32016737;48.81130872
56;24;1951 1972;598800;123824;599400;123424;2.32016614;48.81490581;2.32833680;48.81130965
56;25;1951 1969;599400;123824;600000;123424;2.32833615;48.81490673;2.33650622;48.81130999
56;26;1950 1972;600000;123824;600600;123424;2.33650617;48.81490708;2.34467565;48.81130975
56;28;1975;601200;123824;601800;123424;2.35284621;48.81490601;2.36101451;48.81130751
56;29;1957;601800;123824;602400;123424;2.36101623;48.81490460;2.36918394;48.81130552
56;30;1949 1975;602400;123824;603000;123424;2.36918625;48.81490260;2.37735336;48.81130294
56;31;1957;603000;123824;603600;123424;2.37735626;48.81490002;2.38552279;48.81129977
56;41;1947 1971;609000;123824;609600;123424;2.45905635;48.81484203;2.46721695;48.81123593
56;42;1962;609600;123824;610200;123424;2.46722635;48.81483301;2.47538635;48.81122633
56;43;1964;610200;123824;610800;123424;2.47539634;48.81482341;2.48355575;48.81121615
57;8;1974;589200;123424;589800;123024;2.18945670;48.81121430;2.19763619;48.80762751
57;14;1970;592800;123424;593400;123024;2.23847314;48.81126726;2.24664910;48.80767696
57;15;2003;593400;123424;594000;123024;2.24664256;48.81127404;2.25481793;48.80768315
57;16;2002;594000;123424;594600;123024;2.25481197;48.81128023;2.26298676;48.80768876
57;17;1960;594600;123424;595200;123024;2.26298139;48.81128584;2.27115559;48.80769378
57;18;1960;595200;123424;595800;123024;2.27115081;48.81129086;2.27932442;48.80769822
57;19;2001;595800;123424;596400;123024;2.27932024;48.81129530;2.28749326;48.80770207
57;20;1978-v1 1978-v2;596400;123424;597000;123024;2.28748966;48.81129916;2.29566209;48.80770534
57;21;1955 1977;597000;123424;597600;123024;2.29565909;48.81130243;2.30383093;48.80770802
57;22;1953 1982;597600;123424;598200;123024;2.30382851;48.81130511;2.31199976;48.80771012
57;23;1952 1981;598200;123424;598800;123024;2.31199794;48.81130721;2.32016860;48.80771164
57;24;1975;598800;123424;599400;123024;2.32016737;48.81130872;2.32833744;48.80771257
57;25;1951 1979;599400;123424;600000;123024;2.32833680;48.81130965;2.33650628;48.80771291
57;26;1950 1977;600000;123424;600600;123024;2.33650622;48.81130999;2.34467511;48.80771267
57;27;1977;600600;123424;601200;123024;2.34467565;48.81130975;2.35284395;48.80771184
57;28;1959;601200;123424;601800;123024;2.35284508;48.81130893;2.36101279;48.80771043
57;29;1984;601800;123424;602400;123024;2.36101451;48.81130751;2.36918163;48.80770843
57;30;1950 1976;602400;123424;603000;123024;2.36918394;48.81130552;2.37735046;48.80770585
57;31;1987;603000;123424;603600;123024;2.37735336;48.81130294;2.38551930;48.80770269
57;42;1964;609600;123424;610200;123024;2.46721695;48.81123593;2.47537637;48.80762925
57;43;1962;610200;123424;610800;123024;2.47538635;48.81122633;2.48354518;48.80761907
57;44;1977;610800;123424;611400;123024;2.48355575;48.81121615;2.49171398;48.80760830
57;45;1977;611400;123424;612000;123024;2.49172515;48.81120537;2.49988278;48.80759694
57;46;1962;612000;123424;612600;123024;2.49989454;48.81119402;2.50805158;48.80758500
57;47;1962;612600;123424;613200;123024;2.50806393;48.81118208;2.51622037;48.80757248
58;7;1973;588600;123024;589200;122624;2.18129858;48.80760635;2.18947806;48.80402015
58;8;1972;589200;123024;589800;122624;2.18946738;48.80761722;2.19764628;48.80403043
58;14;1970;592800;123024;593400;122624;2.23848028;48.80767018;2.24665565;48.80407987
58;15;1959;593400;123024;594000;122624;2.24664910;48.80767696;2.25482389;48.80408607
58;16;1959;594000;123024;594600;122624;2.25481793;48.80768315;2.26299212;48.80409168
58;17;1988;594600;123024;595200;122624;2.26298676;48.80768876;2.27116036;48.80409670
58;18;1992;595200;123024;595800;122624;2.27115559;48.80769378;2.27932861;48.80410114
58;19;1992;595800;123024;596400;122624;2.27932442;48.80769822;2.28749685;48.80410499
58;20;1978;596400;123024;597000;122624;2.28749326;48.80770207;2.29566509;48.80410826
58;21;1979;597000;123024;597600;122624;2.29566209;48.80770534;2.30383334;48.80411094
58;22;1952 1982;597600;123024;598200;122624;2.30383093;48.80770802;2.31200159;48.80411304
58;23;1954 1973;598200;123024;598800;122624;2.31199976;48.80771012;2.32016983;48.80411455
58;24;1954 1975;598800;123024;599400;122624;2.32016860;48.80771164;2.32833808;48.80411548
58;25;1955 1978;599400;123024;600000;122624;2.32833744;48.80771257;2.33650633;48.80411583
58;26;1975;600000;123024;600600;122624;2.33650628;48.80771291;2.34467458;48.80411558
58;27;1976;600600;123024;601200;122624;2.34467511;48.80771267;2.35284282;48.80411476
58;28;1958;601200;123024;601800;122624;2.35284395;48.80771184;2.36101107;48.80411335
58;29;2001;601800;123024;602400;122624;2.36101279;48.80771043;2.36917932;48.80411135
58;30;1953;602400;123024;603000;122624;2.36918163;48.80770843;2.37734756;48.80410877
58;31;1987-v1 1987-v2;603000;123024;603600;122624;2.37735046;48.80770585;2.38551581;48.80410560
58;32;1958;603600;123024;604200;122624;2.38551930;48.80770269;2.39368405;48.80410185
58;37;1960 2001;606600;123024;607200;122624;2.42636345;48.80767808;2.43452524;48.80407433
58;38;1989;607200;123024;607800;122624;2.43453228;48.80767141;2.44269348;48.80406707
58;39;1989;607800;123024;608400;122624;2.44270110;48.80766415;2.45086171;48.80405922
58;40;1978;608400;123024;609000;122624;2.45086992;48.80765630;2.45902994;48.80405079
58;45;2005;611400;123024;612000;122624;2.49171398;48.80760830;2.49987103;48.80399987
58;46;1962;612000;123024;612600;122624;2.49988278;48.80759694;2.50803923;48.80398793
58;47;1962;612600;123024;613200;122624;2.50805158;48.80758500;2.51620744;48.80397540
59;8;1972;589200;122624;589800;122224;2.18947806;48.80402015;2.19765637;48.80043336
59;15;1959;593400;122624;594000;122224;2.24665565;48.80407987;2.25482984;48.80048899
59;16;1959;594000;122624;594600;122224;2.25482389;48.80408607;2.26299749;48.80049459
59;18;1987;595200;122624;595800;122224;2.27116036;48.80409670;2.27933279;48.80050405
59;19;1959 2001;595800;122624;596400;122224;2.27932861;48.80410114;2.28750044;48.80050791
59;20;1989;596400;122624;597000;122224;2.28749685;48.80410499;2.29566810;48.80051117
59;21;1959;597000;122624;597600;122224;2.29566509;48.80410826;2.30383575;48.80051386
59;22;1952;597600;122624;598200;122224;2.30383334;48.80411094;2.31200341;48.80051596
59;23;1953 1973;598200;122624;598800;122224;2.31200159;48.80411304;2.32017107;48.80051747
59;24;1979;598800;122624;599400;122224;2.32016983;48.80411455;2.32833872;48.80051840
59;25;1955 1981;599400;122624;600000;122224;2.32833808;48.80411548;2.33650638;48.80051874
59;26;1975;600000;122624;600600;122224;2.33650633;48.80411583;2.34467404;48.80051850
59;27;1982;600600;122624;601200;122224;2.34467458;48.80411558;2.35284169;48.80051767
59;28;1959;601200;122624;601800;122224;2.35284282;48.80411476;2.36100935;48.80051626
59;30;1990;602400;122624;603000;122224;2.36917932;48.80411135;2.37734466;48.80051169
59;31;1947 1985;603000;122624;603600;122224;2.37734756;48.80410877;2.38551232;48.80050852
59;32;1948-v1;603600;122624;604200;122224;2.38551581;48.80410560;2.39367997;48.80050477
59;33;1958;604200;122624;604800;122224;2.39368405;48.80410185;2.40184762;48.80050044
59;37;1960 2001;606600;122624;607200;122224;2.42635701;48.80408100;2.43451821;48.80047725
59;38;1988;607200;122624;607800;122224;2.43452524;48.80407433;2.44268586;48.80046999
59;39;1960;607800;122624;608400;122224;2.44269348;48.80406707;2.45085350;48.80046214
59;40;1974;608400;122624;609000;122224;2.45086171;48.80405922;2.45902113;48.80045371
59;41;1956;609000;122624;609600;122224;2.45902994;48.80405079;2.46718877;48.80044470
59;45;2005;611400;122624;612000;122224;2.49170282;48.80401122;2.49985927;48.80040279
59;46;1964;612000;122624;612600;122224;2.49987103;48.80399987;2.50802689;48.80039085
59;47;1964;612600;122624;613200;122224;2.50803923;48.80398793;2.51619450;48.80037833
60;17;1979;594600;122224;595200;121824;2.26299749;48.80049459;2.27116991;48.79690253
60;18;2002;595200;122224;595800;121824;2.27116514;48.80049962;2.27933697;48.79690697
60;19;1995;595800;122224;596400;121824;2.27933279;48.80050405;2.28750404;48.79691082
60;20;1992;596400;122224;597000;121824;2.28750044;48.80050791;2.29567110;48.79691409
60;21;1959;597000;122224;597600;121824;2.29566810;48.80051117;2.30383817;48.79691678
60;22;1952-v2;597600;122224;598200;121824;2.30383575;48.80051386;2.31200523;48.79691887
60;23;1952 1974;598200;122224;598800;121824;2.31200341;48.80051596;2.32017230;48.79692039
60;24;1956 1981;598800;122224;599400;121824;2.32017107;48.80051747;2.32833936;48.79692132
60;25;1956 1980;599400;122224;600000;121824;2.32833872;48.80051840;2.33650643;48.79692166
60;26;1977;600000;122224;600600;121824;2.33650638;48.80051874;2.34467350;48.79692142
60;27;1957 1981-v1 1981-v2;600600;122224;601200;121824;2.34467404;48.80051850;2.35284057;48.79692059
60;28;1986;601200;122224;601800;121824;2.35284169;48.80051767;2.36100763;48.79691918
60;29;1996;601800;122224;602400;121824;2.36100935;48.80051626;2.36917470;48.79691718
60;30;1959;602400;122224;603000;121824;2.36917701;48.80051427;2.37734176;48.79691460
60;31;1993;603000;122224;603600;121824;2.37734466;48.80051169;2.38550883;48.79691144
60;32;1960;603600;122224;604200;121824;2.38551232;48.80050852;2.39367589;48.79690769
60;38;1988;607200;122224;607800;121824;2.43451821;48.80047725;2.44267823;48.79687291
60;39;1989;607800;122224;608400;121824;2.44268586;48.80046999;2.45084528;48.79686506
60;41;1956;609000;122224;609600;121824;2.45902113;48.80045371;2.46717938;48.79684762
60;42;1963;609600;122224;610200;121824;2.46718877;48.80044470;2.47534642;48.79683802
60;43;1963;610200;122224;610800;121824;2.47535640;48.80043510;2.48351346;48.79682784
61;18;1990;595200;121824;595800;121424;2.27116991;48.79690253;2.27934116;48.79330989
61;19;1959;595800;121824;596400;121424;2.27933697;48.79690697;2.28750763;48.79331374
61;20;1959;596400;121824;597000;121424;2.28750404;48.79691082;2.29567410;48.79331701
61;21;1961;597000;121824;597600;121424;2.29567110;48.79691409;2.30384058;48.79331969
61;22;1960-v1 1960-v2;597600;121824;598200;121424;2.30383817;48.79691678;2.31200705;48.79332179
61;23;1960;598200;121824;598800;121424;2.31200523;48.79691887;2.32017353;48.79332330
61;24;1956;598800;121824;599400;121424;2.32017230;48.79692039;2.32834001;48.79332423
61;25;1956 1980-v1 1980-v2;599400;121824;600000;121424;2.32833936;48.79692132;2.33650648;48.79332458
61;26;1957;600000;121824;600600;121424;2.33650643;48.79692166;2.34467296;48.79332434
61;27;1976;600600;121824;601200;121424;2.34467350;48.79692142;2.35283944;48.79332351
62;20;2005;596400;121424;597000;121024;2.28750763;48.79331374;2.29567710;48.78971993
62;21;1993;597000;121424;597600;121024;2.29567410;48.79331701;2.30384299;48.78972261
62;22;1961;597600;121424;598200;121024;2.30384058;48.79331969;2.31200887;48.78972471
62;23;1960;598200;121424;598800;121024;2.31200705;48.79332179;2.32017476;48.78972622
63;21;1963;597000;121024;597600;120624;2.29567710;48.78971993;2.30384540;48.78612553
63;22;1961;597600;121024;598200;120624;2.30384299;48.78972261;2.31201070;48.78612763
64;31;1947;603000;120624;603600;120224;2.37733307;48.78612336;2.38549487;48.78252311
64;32;1947;603600;120624;604200;120224;2.38549836;48.78612020;2.39365958;48.78251937
65;31;1947;603000;120224;603600;119824;2.37733017;48.78252628;2.38549139;48.77892604
65;32;1947;603600;120224;604200;119824;2.38549487;48.78252311;2.39365550;48.77892229
66;31;1947;603000;119824;603600;119424;2.37732727;48.77892920;2.38548790;48.77532896
66;32;1947;603600;119824;604200;119424;2.38549139;48.77892604;2.39365142;48.77532521
66;33;1947 1970;604200;119824;604800;119424;2.39365550;48.77892229;2.40181495;48.77532087
67;24;1982;598800;119424;599400;119024;2.32017969;48.77533790;2.32834385;48.77174175
67;25;1982;599400;119424;600000;119024;2.32834321;48.77533883;2.33650679;48.77174209
67;32;1947;603600;119424;604200;119024;2.38548790;48.77532896;2.39364735;48.77172813
67;33;1947;604200;119424;604800;119024;2.39365142;48.77532521;2.40181028;48.77172380
67;42;1983;609600;119424;610200;119024;2.46712306;48.77526516;2.47527659;48.77165850
71;19;1953;595800;117824;596400;117424;2.27937877;48.76093618;2.28754352;48.75734296
71;20;1953 1981-v1 1981-v2;596400;117824;597000;117424;2.28753994;48.76094003;2.29570410;48.75734622
71;21;1953;597000;117824;597600;117424;2.29570110;48.76094330;2.30386468;48.75734890
72;19;1954;595800;117424;596400;117024;2.27938295;48.75733911;2.28754711;48.75374588
72;20;1952;596400;117424;597000;117024;2.28754352;48.75734296;2.29570710;48.75374914
72;21;1954;597000;117424;597600;117024;2.29570410;48.75734622;2.30386709;48.75375183
75;23;1980;598200;116224;598800;115824;2.31203071;48.74655977;2.32019076;48.74296421
